trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1,False,"{'a': 0.1, 'e': 0.9999937500130208}",30,0,-107.65768562825487,"{0: 22, 1: 1, 2: 4, 3: 2, 4: 1}",0
2,False,"{'a': 0.1, 'e': 0.9999750002083326}",25,0,-180.11201138566975,"{0: 13, 1: 2, 2: 6, 3: 2, 4: 2}",0
3,False,"{'a': 0.1, 'e': 0.9999437510546796}",30,0,-29.937909169374226,"{0: 22, 1: 3, 2: 5, 3: 0, 4: 0}",0
4,False,"{'a': 0.1, 'e': 0.9999000033332889}",30,0,-256.7356591171547,"{0: 13, 1: 2, 2: 10, 3: 2, 4: 3}",0
5,False,"{'a': 0.1, 'e': 0.9998437581378513}",30,7,-127.31623062755185,"{0: 16, 1: 2, 2: 2, 3: 0, 4: 3}",1
6,False,"{'a': 0.1, 'e': 0.9997750168744938}",20,0,-146.62569203355713,"{0: 10, 1: 4, 2: 3, 3: 1, 4: 2}",0
7,False,"{'a': 0.1, 'e': 0.9996937812617444}",25,0,-102.91027216224991,"{0: 18, 1: 2, 2: 3, 3: 0, 4: 2}",0
8,False,"{'a': 0.1, 'e': 0.999600053330489}",35,0,-134.70799391386845,"{0: 24, 1: 3, 2: 5, 3: 1, 4: 2}",0
9,False,"{'a': 0.1, 'e': 0.9994938354239212}",20,0,-28.98214557948965,"{0: 14, 1: 2, 2: 4, 3: 0, 4: 0}",0
10,False,"{'a': 0.1, 'e': 0.9993751301974831}",20,0,-169.32878216697253,"{0: 8, 1: 6, 2: 3, 3: 0, 4: 3}",0
11,False,"{'a': 0.1, 'e': 0.9992439406187992}",20,11,-34.29289124234948,"{0: 6, 1: 0, 2: 2, 3: 1, 4: 0}",1
12,False,"{'a': 0.1, 'e': 0.9991002699676022}",20,0,-101.34837561725047,"{0: 12, 1: 1, 2: 5, 3: 1, 4: 1}",0
13,False,"{'a': 0.1, 'e': 0.9989441218356505}",20,0,-101.53194714516931,"{0: 11, 1: 2, 2: 6, 3: 0, 4: 1}",0
14,False,"{'a': 0.1, 'e': 0.9987755001266398}",35,0,-149.09162900684683,"{0: 20, 1: 5, 2: 7, 3: 2, 4: 1}",0
15,False,"{'a': 0.1, 'e': 0.9985944090561037}",25,0,-192.36035842722498,"{0: 12, 1: 2, 2: 7, 3: 2, 4: 2}",0
16,False,"{'a': 0.1, 'e': 0.9984008531513098}",20,0,-187.7391716517301,"{0: 9, 1: 2, 2: 5, 3: 1, 4: 3}",0
17,False,"{'a': 0.1, 'e': 0.9981948372511452}",20,0,-120.85267737109208,"{0: 10, 1: 5, 2: 1, 3: 3, 4: 1}",0
18,False,"{'a': 0.1, 'e': 0.9979763665059971}",20,0,-93.68623067528036,"{0: 9, 1: 6, 2: 3, 3: 2, 4: 0}",0
19,False,"{'a': 0.1, 'e': 0.9977454463776226}",20,0,-97.71293381448729,"{0: 11, 1: 2, 2: 6, 3: 0, 4: 1}",0
20,False,"{'a': 0.1, 'e': 0.9975020826390129}",25,0,-114.16141011624339,"{0: 14, 1: 2, 2: 8, 3: 0, 4: 1}",0
21,False,"{'a': 0.1, 'e': 0.9972462813742486}",20,0,-164.81974234687613,"{0: 7, 1: 3, 2: 8, 3: 0, 4: 2}",0
22,False,"{'a': 0.1, 'e': 0.9969780489783484}",25,16,-72.08004909368512,"{0: 5, 1: 0, 2: 2, 3: 1, 4: 1}",1
23,False,"{'a': 0.1, 'e': 0.9966973921571078}",25,0,-76.12948715252313,"{0: 16, 1: 3, 2: 4, 3: 2, 4: 0}",0
24,False,"{'a': 0.1, 'e': 0.9964043179269331}",25,0,-238.94578477236237,"{0: 11, 1: 4, 2: 5, 3: 1, 4: 4}",0
25,False,"{'a': 0.1, 'e': 0.9960988336146646}",20,0,-46.95187838078354,"{0: 13, 1: 3, 2: 3, 3: 1, 4: 0}",0
26,False,"{'a': 0.1, 'e': 0.995780946857394}",30,0,-97.54266030588406,"{0: 21, 1: 3, 2: 2, 3: 4, 4: 0}",0
27,False,"{'a': 0.1, 'e': 0.9954506656022739}",20,0,-119.65050838320701,"{0: 12, 1: 0, 2: 5, 3: 2, 4: 1}",0
28,False,"{'a': 0.1, 'e': 0.9951079981063186}",25,0,-253.62422734839336,"{0: 12, 1: 2, 2: 4, 3: 3, 4: 4}",0
29,False,"{'a': 0.1, 'e': 0.9947529529361974}",20,0,-50.98361437270482,"{0: 14, 1: 2, 2: 2, 3: 2, 4: 0}",0
30,False,"{'a': 0.1, 'e': 0.9943855389680212}",20,0,-176.05842759014553,"{0: 7, 1: 3, 2: 7, 3: 1, 4: 2}",0
31,False,"{'a': 0.1, 'e': 0.9940057653871199}",25,0,-65.1819624171032,"{0: 18, 1: 4, 2: 2, 3: 0, 4: 1}",0
32,False,"{'a': 0.1, 'e': 0.9936136416878134}",20,0,-43.226077377756496,"{0: 13, 1: 4, 2: 2, 3: 1, 4: 0}",0
33,False,"{'a': 0.1, 'e': 0.9932091776731738}",20,0,-165.7436553392903,"{0: 12, 1: 2, 2: 1, 3: 2, 4: 3}",0
34,False,"{'a': 0.1, 'e': 0.9927923834547804}",20,0,-171.02675617863864,"{0: 10, 1: 2, 2: 5, 3: 0, 4: 3}",0
35,False,"{'a': 0.1, 'e': 0.9923632694524667}",20,0,-133.47185107820957,"{0: 8, 1: 3, 2: 8, 3: 0, 4: 1}",0
36,False,"{'a': 0.1, 'e': 0.9919218463940607}",20,0,-47.98199938621226,"{0: 12, 1: 6, 2: 1, 3: 1, 4: 0}",0
37,False,"{'a': 0.1, 'e': 0.9914681253151157}",20,0,-45.64121599877957,"{0: 14, 1: 2, 2: 3, 3: 1, 4: 0}",0
38,False,"{'a': 0.1, 'e': 0.9910021175586352}",25,0,-104.16210727668955,"{0: 18, 1: 1, 2: 4, 3: 0, 4: 2}",0
39,False,"{'a': 0.1, 'e': 0.9905238347747887}",25,0,-137.45234842735474,"{0: 14, 1: 4, 2: 5, 3: 0, 4: 2}",0
40,False,"{'a': 0.1, 'e': 0.9900332889206208}",35,0,-164.34624667722383,"{0: 21, 1: 5, 2: 6, 3: 1, 4: 2}",0
41,False,"{'a': 0.1, 'e': 0.9895304922597525}",20,0,-102.49533702220408,"{0: 8, 1: 4, 2: 7, 3: 1, 4: 0}",0
42,False,"{'a': 0.1, 'e': 0.9890154573620742}",30,0,-159.08290176866066,"{0: 16, 1: 3, 2: 8, 3: 2, 4: 1}",0
43,False,"{'a': 0.1, 'e': 0.9884881971034312}",25,0,-195.54157075218527,"{0: 16, 1: 1, 2: 3, 3: 1, 4: 4}",0
44,False,"{'a': 0.1, 'e': 0.9879487246653027}",20,0,-137.34422873836778,"{0: 13, 1: 1, 2: 3, 3: 0, 4: 3}",0
45,False,"{'a': 0.1, 'e': 0.9873970535344716}",30,8,-135.8488324695164,"{0: 11, 1: 2, 2: 5, 3: 3, 4: 1}",1
46,False,"{'a': 0.1, 'e': 0.9868331975026874}",35,0,-177.08236866534511,"{0: 21, 1: 3, 2: 8, 3: 1, 4: 2}",0
47,False,"{'a': 0.1, 'e': 0.9862571706663215}",25,5,-50.142121195021005,"{0: 15, 1: 2, 2: 2, 3: 0, 4: 1}",1
48,False,"{'a': 0.1, 'e': 0.9856689874260148}",20,0,-100.06661547143189,"{0: 12, 1: 1, 2: 5, 3: 1, 4: 1}",0
49,False,"{'a': 0.1, 'e': 0.9850686624863176}",25,0,-143.01866169640795,"{0: 15, 1: 3, 2: 4, 3: 1, 4: 2}",0
50,False,"{'a': 0.1, 'e': 0.9844562108553223}",20,0,-57.17190642822767,"{0: 14, 1: 3, 2: 2, 3: 0, 4: 1}",0
51,False,"{'a': 0.1, 'e': 0.9838316478442878}",25,0,-206.15338359806225,"{0: 13, 1: 4, 2: 4, 3: 0, 4: 4}",0
52,False,"{'a': 0.1, 'e': 0.9831949890672567}",20,0,-125.46891366199574,"{0: 13, 1: 1, 2: 3, 3: 1, 4: 2}",0
53,False,"{'a': 0.1, 'e': 0.9825462504406651}",25,0,-193.81439217683254,"{0: 9, 1: 5, 2: 6, 3: 4, 4: 1}",0
54,False,"{'a': 0.1, 'e': 0.9818854481829453}",30,0,-179.95510653556354,"{0: 15, 1: 7, 2: 4, 3: 2, 4: 2}",0
55,False,"{'a': 0.1, 'e': 0.9812125988141189}",25,0,-232.28286545284783,"{0: 13, 1: 5, 2: 2, 3: 0, 4: 5}",0
56,False,"{'a': 0.1, 'e': 0.9805277191553854}",35,0,-237.53608759007142,"{0: 18, 1: 4, 2: 8, 3: 2, 4: 3}",0
57,False,"{'a': 0.1, 'e': 0.9798308263287006}",25,0,-197.50226018537444,"{0: 14, 1: 2, 2: 4, 3: 2, 4: 3}",0
58,False,"{'a': 0.1, 'e': 0.9791219377563486}",20,8,-17.484306546451123,"{0: 8, 1: 2, 2: 2, 3: 0, 4: 0}",1
59,False,"{'a': 0.1, 'e': 0.9784010711605069}",20,0,-104.02850201264194,"{0: 13, 1: 1, 2: 3, 3: 2, 4: 1}",0
60,False,"{'a': 0.1, 'e': 0.977668244562803}",25,0,-57.33815553031016,"{0: 17, 1: 3, 2: 4, 3: 1, 4: 0}",0
61,False,"{'a': 0.1, 'e': 0.9769234762838636}",25,0,-288.8891061452555,"{0: 10, 1: 8, 2: 0, 3: 1, 4: 6}",0
62,False,"{'a': 0.1, 'e': 0.9761667849428567}",30,0,-47.75015468618419,"{0: 21, 1: 3, 2: 6, 3: 0, 4: 0}",0
63,False,"{'a': 0.1, 'e': 0.9753981894570266}",20,0,-98.82139084670135,"{0: 14, 1: 1, 2: 3, 3: 0, 4: 2}",0
64,False,"{'a': 0.1, 'e': 0.9746177090412205}",35,0,-168.36045792356407,"{0: 20, 1: 4, 2: 8, 3: 2, 4: 1}",0
65,False,"{'a': 0.1, 'e': 0.9738253632074079}",25,0,-154.81243412796434,"{0: 15, 1: 2, 2: 4, 3: 2, 4: 2}",0
66,False,"{'a': 0.1, 'e': 0.9730211717641934}",20,0,-98.2043289432572,"{0: 11, 1: 5, 2: 2, 3: 1, 4: 1}",0
67,False,"{'a': 0.1, 'e': 0.9722051548163215}",20,0,-239.67823736574042,"{0: 9, 1: 0, 2: 5, 3: 2, 4: 4}",0
68,False,"{'a': 0.1, 'e': 0.971377332764173}",20,0,-69.87186132662578,"{0: 10, 1: 5, 2: 4, 3: 1, 4: 0}",0
69,False,"{'a': 0.1, 'e': 0.9705377263032565}",20,0,-96.33150796101864,"{0: 15, 1: 0, 2: 3, 3: 0, 4: 2}",0
70,False,"{'a': 0.1, 'e': 0.9696863564236895}",25,0,-177.3777773185669,"{0: 12, 1: 3, 2: 7, 3: 1, 4: 2}",0
71,False,"{'a': 0.1, 'e': 0.9688232444096747}",25,0,-115.96972997552248,"{0: 15, 1: 4, 2: 3, 3: 2, 4: 1}",0
72,False,"{'a': 0.1, 'e': 0.9679484118389674}",25,0,-108.18712541649637,"{0: 17, 1: 3, 2: 3, 3: 0, 4: 2}",0
73,False,"{'a': 0.1, 'e': 0.9670618805823366}",25,0,-126.80237224606965,"{0: 14, 1: 2, 2: 7, 3: 1, 4: 1}",0
74,False,"{'a': 0.1, 'e': 0.9661636728030172}",20,0,-156.26379223157656,"{0: 11, 1: 2, 2: 4, 3: 0, 4: 3}",0
75,False,"{'a': 0.1, 'e': 0.9652538109561571}",20,0,-44.96914218249756,"{0: 13, 1: 2, 2: 5, 3: 0, 4: 0}",0
76,False,"{'a': 0.1, 'e': 0.9643323177882551}",20,0,-80.02281260590475,"{0: 13, 1: 2, 2: 4, 3: 0, 4: 1}",0
77,False,"{'a': 0.1, 'e': 0.9633992163365923}",25,0,-139.01592563978548,"{0: 18, 1: 1, 2: 3, 3: 0, 4: 3}",0
78,False,"{'a': 0.1, 'e': 0.9624545299286565}",20,0,-245.47564309515963,"{0: 7, 1: 2, 2: 6, 3: 1, 4: 4}",0
79,False,"{'a': 0.1, 'e': 0.9614982821815586}",30,0,-127.50898227798318,"{0: 20, 1: 3, 2: 5, 3: 0, 4: 2}",0
80,False,"{'a': 0.1, 'e': 0.9605304970014426}",20,0,-69.99076861864185,"{0: 13, 1: 2, 2: 4, 3: 0, 4: 1}",0
81,False,"{'a': 0.1, 'e': 0.9595511985828873}",20,0,-174.7065344411785,"{0: 9, 1: 2, 2: 5, 3: 2, 4: 2}",0
82,False,"{'a': 0.1, 'e': 0.9585604114083026}",20,0,-182.27561202122806,"{0: 8, 1: 3, 2: 4, 3: 3, 4: 2}",0
83,False,"{'a': 0.1, 'e': 0.9575581602473159}",25,0,-90.75822289847663,"{0: 14, 1: 1, 2: 10, 3: 0, 4: 0}",0
84,False,"{'a': 0.1, 'e': 0.9565444701561541}",25,9,-0.5492126395490708,"{0: 12, 1: 4, 2: 0, 3: 0, 4: 0}",1
85,False,"{'a': 0.1, 'e': 0.9555193664770169}",20,2,-95.72866023040007,"{0: 14, 1: 0, 2: 1, 3: 1, 4: 2}",1
86,False,"{'a': 0.1, 'e': 0.9544828748374425}",30,0,-101.63723471152356,"{0: 18, 1: 5, 2: 6, 3: 0, 4: 1}",0
87,False,"{'a': 0.1, 'e': 0.9534350211496683}",35,0,-164.40671073775164,"{0: 27, 1: 0, 2: 3, 3: 2, 4: 3}",0
88,False,"{'a': 0.1, 'e': 0.9523758316099817}",30,0,-139.54268669435302,"{0: 18, 1: 4, 2: 6, 3: 0, 4: 2}",0
89,False,"{'a': 0.1, 'e': 0.951305332698066}",30,0,-249.79396934675978,"{0: 13, 1: 4, 2: 8, 3: 2, 4: 3}",0
90,False,"{'a': 0.1, 'e': 0.9502235511763384}",25,0,-157.19434440292403,"{0: 13, 1: 2, 2: 8, 3: 0, 4: 2}",0
91,False,"{'a': 0.1, 'e': 0.9491305140892805}",30,0,-119.34103680194796,"{0: 17, 1: 3, 2: 8, 3: 2, 4: 0}",0
92,False,"{'a': 0.1, 'e': 0.9480262487627626}",25,0,-89.81795297288298,"{0: 16, 1: 4, 2: 3, 3: 1, 4: 1}",0
93,False,"{'a': 0.1, 'e': 0.9469107828033603}",20,0,-84.5274836714548,"{0: 13, 1: 2, 2: 3, 3: 1, 4: 1}",0
94,False,"{'a': 0.1, 'e': 0.9457841440976644}",20,11,-14.244047183689652,"{0: 6, 1: 1, 2: 2, 3: 0, 4: 0}",1
95,False,"{'a': 0.1, 'e': 0.944646360811584}",30,0,-76.42277338443041,"{0: 22, 1: 3, 2: 3, 3: 1, 4: 1}",0
96,False,"{'a': 0.1, 'e': 0.9434974613896421}",30,0,-101.62426869668624,"{0: 20, 1: 5, 2: 2, 3: 2, 4: 1}",0
97,False,"{'a': 0.1, 'e': 0.9423374745542641}",25,0,-166.76065317293427,"{0: 12, 1: 1, 2: 10, 3: 0, 4: 2}",0
98,False,"{'a': 0.1, 'e': 0.9411664293050608}",25,7,-117.29134706502663,"{0: 9, 1: 3, 2: 4, 3: 0, 4: 2}",1
99,False,"{'a': 0.1, 'e': 0.9399843549181022}",25,0,-113.45689210042806,"{0: 15, 1: 3, 2: 3, 3: 4, 4: 0}",0
100,False,"{'a': 0.1, 'e': 0.9387912809451864}",30,13,-127.87421750377156,"{0: 10, 1: 0, 2: 4, 3: 1, 4: 2}",1
101,False,"{'a': 0.1, 'e': 0.9375872372131007}",20,0,-146.86313716782783,"{0: 10, 1: 0, 2: 8, 3: 0, 4: 2}",0
102,False,"{'a': 0.1, 'e': 0.9363722538228756}",30,0,-102.87118977308613,"{0: 18, 1: 5, 2: 6, 3: 0, 4: 1}",0
103,False,"{'a': 0.1, 'e': 0.9351463611490327}",25,0,-100.49624973707914,"{0: 16, 1: 2, 2: 5, 3: 1, 4: 1}",0
104,False,"{'a': 0.1, 'e': 0.933909589838825}",20,5,-77.42953294420136,"{0: 10, 1: 0, 2: 3, 3: 1, 4: 1}",1
105,False,"{'a': 0.1, 'e': 0.9326619708114706}",20,0,-88.44315046805096,"{0: 14, 1: 0, 2: 3, 3: 2, 4: 1}",0
106,False,"{'a': 0.1, 'e': 0.9314035352573805}",20,0,-93.47110525781015,"{0: 12, 1: 2, 2: 4, 3: 1, 4: 1}",0
107,False,"{'a': 0.1, 'e': 0.9301343146373778}",25,0,-20.367430238567117,"{0: 23, 1: 0, 2: 1, 3: 0, 4: 1}",0
108,False,"{'a': 0.1, 'e': 0.9288543406819121}",20,0,-50.449952398354476,"{0: 14, 1: 4, 2: 1, 3: 0, 4: 1}",0
109,False,"{'a': 0.1, 'e': 0.9275636453902654}",20,0,-85.02051028487874,"{0: 12, 1: 2, 2: 5, 3: 0, 4: 1}",0
110,False,"{'a': 0.1, 'e': 0.9262622610297528}",25,0,-118.504058403194,"{0: 19, 1: 0, 2: 2, 3: 2, 4: 2}",0
111,False,"{'a': 0.1, 'e': 0.9249502201349158}",30,0,-198.30788284237755,"{0: 16, 1: 2, 2: 9, 3: 0, 4: 3}",0
112,False,"{'a': 0.1, 'e': 0.923627555506708}",25,0,-115.63747164561194,"{0: 14, 1: 4, 2: 5, 3: 1, 4: 1}",0
113,False,"{'a': 0.1, 'e': 0.9222943002116766}",25,0,-47.84262551662741,"{0: 18, 1: 4, 2: 1, 3: 2, 4: 0}",0
114,False,"{'a': 0.1, 'e': 0.9209504875811343}",30,4,-63.58217916977028,"{0: 18, 1: 4, 2: 3, 3: 0, 4: 1}",1
115,False,"{'a': 0.1, 'e': 0.919596151210327}",20,0,-60.88720617891357,"{0: 14, 1: 2, 2: 3, 3: 0, 4: 1}",1
116,False,"{'a': 0.1, 'e': 0.9182313249575935}",25,0,-112.89924092160513,"{0: 13, 1: 3, 2: 7, 3: 2, 4: 0}",0
117,False,"{'a': 0.1, 'e': 0.9168560429435189}",25,16,-64.69590078828836,"{0: 5, 1: 1, 2: 1, 3: 1, 4: 1}",1
118,False,"{'a': 0.1, 'e': 0.9154703395500817}",25,0,-99.55714440803247,"{0: 18, 1: 2, 2: 3, 3: 0, 4: 2}",0
119,False,"{'a': 0.1, 'e': 0.9140742494197951}",25,0,-58.76516900718315,"{0: 17, 1: 1, 2: 6, 3: 1, 4: 0}",0
120,False,"{'a': 0.1, 'e': 0.9126678074548391}",20,0,-50.75103452671416,"{0: 12, 1: 3, 2: 5, 3: 0, 4: 0}",0
